ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
MC,2020-03-07,20,15,5,0,0
MD,2020-03-07,810,810,0,0,0
ML,2020-03-07,3,3,0,0,0
NC,2020-03-07,41,41,0,0,0
PV,2020-03-07,89,88,0,0,1
RI,2020-03-07,39,39,0,0,0
VC,2020-03-07,77,20,4,0,53
AN,2020-03-08,87,78,9,0,0
AR,2020-03-08,36,35,0,0,1
AS,2020-03-08,14,14,0,0,0
CB,2020-03-08,16,16,0,0,0
CE,2020-03-08,1,0,0,0,1
CL,2020-03-08,80,70,10,0,0
CM,2020-03-08,163,0,0,0,163
CN,2020-03-08,34,30,0,0,4
CT,2020-03-08,329,301,0,1,27
EX,2020-03-08,19,12,7,0,0
GA,2020-03-08,33,0,0,0,33
IB,2020-03-08,14,12,1,0,1
MC,2020-03-08,19,14,5,0,0
MD,2020-03-08,1035,1035,0,0,0
ML,2020-03-08,1,1,0,0,0
NC,2020-03-08,38,38,0,0,0
PV,2020-03-08,99,96,0,0,3
RI,2020-03-08,40,40,0,0,0
VC,2020-03-08,113,35,14,0,64
AN,2020-03-09,169,158,11,0,0
AR,2020-03-09,36,36,0,0,0
AS,2020-03-09,32,32,0,0,0
CB,2020-03-09,18,18,0,0,0
CE,2020-03-09,1,0,1,0,0
CL,2020-03-09,166,146,20,0,0
CM,2020-03-09,215,3,0,0,212
CN,2020-03-09,46,39,0,0,7
CT,2020-03-09,563,513,0,0,50
EX,2020-03-09,38,31,7,0,0
GA,2020-03-09,79,0,0,0,79
IB,2020-03-09,17,16,1,0,0
MC,2020-03-09,32,23,9,0,0
MD,2020-03-09,1474,1474,0,0,0
ML,2020-03-09,2,2,0,0,0
NC,2020-03-09,79,78,0,0,1
PV,2020-03-09,139,137,0,0,2
RI,2020-03-09,60,59,1,0,0
VC,2020-03-09,185,54,17,1,113
AN,2020-03-10,220,203,17,0,0
AR,2020-03-10,52,52,0,0,0
AS,2020-03-10,52,52,0,0,0
CB,2020-03-10,20,20,0,0,0
CE,2020-03-10,1,0,0,0,1
CL,2020-03-10,213,191,22,0,0
CM,2020-03-10,301,6,0,0,295
CN,2020-03-10,56,51,0,0,5
CT,2020-03-10,774,700,0,0,74
EX,2020-03-10,47,38,9,0,0
GA,2020-03-10,113,0,0,0,113
IB,2020-03-10,36,34,2,0,0
MC,2020-03-10,63,47,16,0,0
MD,2020-03-10,1937,1937,0,0,0
ML,2020-03-10,5,5,0,0,0
NC,2020-03-10,81,81,0,0,0
PV,2020-03-10,220,219,0,0,1
RI,2020-03-10,88,88,0,0,0
VC,2020-03-10,287,101,23,0,163
AN,2020-03-11,262,247,15,0,0
AR,2020-03-11,65,65,0,0,0
AS,2020-03-11,43,43,0,0,0
CB,2020-03-11,23,23,0,0,0
CE,2020-03-11,3,0,1,0,2
CL,2020-03-11,250,216,34,0,0
CM,2020-03-11,327,4,0,1,322
CN,2020-03-11,60,54,0,0,6
CT,2020-03-11,764,707,0,0,57
EX,2020-03-11,74,57,17,0,0
GA,2020-03-11,129,0,0,1,128
IB,2020-03-11,42,41,1,0,0
MC,2020-03-11,73,55,17,0,1
MD,2020-03-11,1923,1923,0,0,0
ML,2020-03-11,4,3,0,0,1
NC,2020-03-11,97,96,0,0,1
PV,2020-03-11,222,215,0,0,7
RI,2020-03-11,70,68,2,0,0
VC,2020-03-11,292,105,16,0,171
AN,2020-03-12,316,300,16,0,0
AR,2020-03-12,79,79,0,0,0
AS,2020-03-12,57,57,0,0,0
CB,2020-03-12,45,45,0,0,0
CE,2020-03-12,1,0,0,0,1
CL,2020-03-12,341,306,35,0,0
CM,2020-03-12,464,5,0,3,456
CN,2020-03-12,73,69,0,0,4
CT,2020-03-12,1009,949,0,0,60
EX,2020-03-12,88,73,15,0,0
GA,2020-03-12,178,1,0,0,177
IB,2020-03-12,42,39,2,0,1
MC,2020-03-12,62,40,21,0,1
MD,2020-03-12,2302,2302,0,0,0
ML,2020-03-12,3,1,1,0,1
NC,2020-03-12,138,138,0,0,0
PV,2020-03-12,261,255,0,0,6
RI,2020-03-12,74,72,2,0,0
VC,2020-03-12,379,137,18,0,224
AN,2020-03-13,482,444,38,0,0
AR,2020-03-13,114,113,0,0,1
AS,2020-03-13,69,69,0,0,0
CB,2020-03-13,46,46,0,0,0
CE,2020-03-13,6,1,0,0,5
CL,2020-03-13,502,443,59,0,0
CM,2020-03-13,631,13,0,3,615
CN,2020-03-13,109,100,0,0,9
CT,2020-03-13,1347,1251,0,2,94
EX,2020-03-13,95,82,13,0,0
GA,2020-03-13,240,0,0,0,240
IB,2020-03-13,61,61,0,0,0
MC,2020-03-13,104,70,33,0,1
MD,2020-03-13,2777,2777,0,0,0
ML,2020-03-13,10,9,1,0,0
NC,2020-03-13,128,128,0,0,0
PV,2020-03-13,400,383,0,0,17
RI,2020-03-13,107,106,1,0,0
VC,2020-03-13,490,164,36,0,290
AN,2020-03-14,418,390,28,0,0
AR,2020-03-14,107,107,0,0,0
AS,2020-03-14,82,82,0,0,0
CB,2020-03-14,63,63,0,0,0
CE,2020-03-14,4,0,1,0,3
CL,2020-03-14,520,463,56,1,0
CM,2020-03-14,620,16,0,2,602
CN,2020-03-14,96,92,0,0,4
CT,2020-03-14,1322,1237,0,3,82
EX,2020-03-14,91,73,18,0,0
GA,2020-03-14,240,1,0,0,239
IB,2020-03-14,71,68,3,0,0
MC,2020-03-14,108,80,28,0,0
MD,2020-03-14,2441,2441,0,0,0
ML,2020-03-14,4,3,1,0,0
NC,2020-03-14,136,136,0,0,0
PV,2020-03-14,409,399,0,0,10
RI,2020-03-14,138,136,2,0,0
VC,2020-03-14,497,168,27,0,302
AN,2020-03-15,443,406,37,0,0
AR,2020-03-15,127,127,0,0,0
AS,2020-03-15,89,89,0,0,0
CB,2020-03-15,92,92,0,0,0
CE,2020-03-15,2,0,1,0,1
CL,2020-03-15,533,466,67,0,0
CM,2020-03-15,783,24,0,6,753
CN,2020-03-15,91,89,0,0,2
CT,2020-03-15,1326,1252,0,3,71
EX,2020-03-15,86,62,24,0,0
GA,2020-03-15,275,0,0,0,275
IB,2020-03-15,85,83,1,0,1
MC,2020-03-15,96,70,26,0,0
MD,2020-03-15,2591,2591,0,0,0
ML,2020-03-15,3,3,0,0,0
NC,2020-03-15,138,138,0,0,0
PV,2020-03-15,417,403,0,0,14
RI,2020-03-15,111,109,2,0,0
VC,2020-03-15,502,183,37,0,282
AN,2020-03-16,566,531,35,0,0
AR,2020-03-16,165,164,0,0,1
AS,2020-03-16,106,106,0,0,0
CB,2020-03-16,102,102,0,0,0
CE,2020-03-16,6,1,1,0,4
CL,2020-03-16,775,676,98,1,0
CM,2020-03-16,814,11,0,1,802
CN,2020-03-16,132,116,0,0,16
CT,2020-03-16,1673,1514,0,4,155
EX,2020-03-16,118,95,23,0,0
GA,2020-03-16,390,0,0,0,390
IB,2020-03-16,88,84,1,0,3
MC,2020-03-16,130,98,32,0,0
MD,2020-03-16,2912,2912,0,0,0
ML,2020-03-16,6,2,2,1,1
NC,2020-03-16,110,110,0,0,0
PV,2020-03-16,571,551,0,0,20
RI,2020-03-16,157,154,3,0,0
VC,2020-03-16,607,204,42,0,361
AN,2020-03-17,570,536,34,0,0
AR,2020-03-17,157,156,0,1,0
AS,2020-03-17,80,80,0,0,0
CB,2020-03-17,99,99,0,0,0
CE,2020-03-17,5,0,1,0,4
CL,2020-03-17,725,654,71,0,0
CM,2020-03-17,743,5,0,2,736
CN,2020-03-17,92,89,0,0,3
CT,2020-03-17,1557,1473,0,3,81
EX,2020-03-17,109,97,12,0,0
GA,2020-03-17,331,1,0,0,330
IB,2020-03-17,82,79,3,0,0
MC,2020-03-17,103,79,24,0,0
MD,2020-03-17,2722,2722,0,0,0
ML,2020-03-17,3,3,0,0,0
NC,2020-03-17,172,172,0,0,0
PV,2020-03-17,516,497,0,0,19
RI,2020-03-17,122,117,5,0,0
VC,2020-03-17,533,183,30,0,320
AN,2020-03-18,530,494,36,0,0
AR,2020-03-18,166,165,0,0,1
AS,2020-03-18,91,91,0,0,0
CB,2020-03-18,70,70,0,0,0
CE,2020-03-18,6,0,2,0,4
CL,2020-03-18,811,728,83,0,0
CM,2020-03-18,807,11,0,1,795
CN,2020-03-18,117,109,0,0,8
CT,2020-03-18,1713,1610,0,5,98
EX,2020-03-18,127,106,21,0,0
GA,2020-03-18,317,0,0,0,317
IB,2020-03-18,81,80,1,0,0
MC,2020-03-18,120,90,30,0,0
MD,2020-03-18,2544,2544,0,0,0
ML,2020-03-18,6,5,0,0,1
NC,2020-03-18,175,174,0,0,1
PV,2020-03-18,521,512,0,0,9
RI,2020-03-18,143,142,1,0,0
VC,2020-03-18,509,173,30,0,306
AN,2020-03-19,553,519,34,0,0
AR,2020-03-19,167,166,0,0,1
AS,2020-03-19,101,101,0,0,0
CB,2020-03-19,106,106,0,0,0
CE,2020-03-19,5,0,2,0,3
CL,2020-03-19,861,794,67,0,0
CM,2020-03-19,757,6,0,2,749
CN,2020-03-19,77,69,0,0,8
CT,2020-03-19,1595,1509,0,3,83
EX,2020-03-19,127,104,23,0,0
GA,2020-03-19,311,0,0,0,311
IB,2020-03-19,105,102,2,0,1
MC,2020-03-19,116,76,40,0,0
MD,2020-03-19,2310,2310,0,0,0
ML,2020-03-19,6,3,1,0,2
NC,2020-03-19,182,181,0,0,1
PV,2020-03-19,443,427,0,0,16
RI,2020-03-19,168,167,1,0,0
VC,2020-03-19,481,169,28,0,284
AN,2020-03-20,782,740,42,0,0
AR,2020-03-20,235,235,0,0,0
AS,2020-03-20,83,83,0,0,0
CB,2020-03-20,119,119,0,0,0
CE,2020-03-20,7,0,1,0,6
CL,2020-03-20,944,820,124,0,0
CM,2020-03-20,945,20,0,6,919
CN,2020-03-20,117,111,0,0,6
CT,2020-03-20,1861,1757,0,4,100
EX,2020-03-20,173,140,33,0,0
GA,2020-03-20,470,1,0,0,469
IB,2020-03-20,97,95,2,0,0
MC,2020-03-20,122,86,36,0,0
MD,2020-03-20,2843,2843,0,0,0
ML,2020-03-20,4,4,0,0,0
NC,2020-03-20,197,196,0,0,1
PV,2020-03-20,577,551,0,0,26
RI,2020-03-20,191,190,1,0,0
VC,2020-03-20,552,173,40,0,339
AN,2020-03-21,546,520,26,0,0
AR,2020-03-21,177,177,0,0,0
AS,2020-03-21,68,68,0,0,0
CB,2020-03-21,81,81,0,0,0
CE,2020-03-21,7,0,1,0,6
CL,2020-03-21,760,693,67,0,0
CM,2020-03-21,633,8,0,1,624
CN,2020-03-21,86,77,0,0,9
CT,2020-03-21,1448,1383,0,2,63
EX,2020-03-21,133,113,20,0,0
GA,2020-03-21,266,0,0,0,266
IB,2020-03-21,62,61,1,0,0
MC,2020-03-21,82,66,15,0,1
MD,2020-03-21,1842,1842,0,0,0
ML,2020-03-21,3,1,0,0,2
NC,2020-03-21,139,138,0,0,1
PV,2020-03-21,416,404,0,0,12
RI,2020-03-21,133,133,0,0,0
VC,2020-03-21,448,170,25,0,253
AN,2020-03-22,518,487,31,0,0
AR,2020-03-22,164,163,0,0,1
AS,2020-03-22,75,75,0,0,0
CB,2020-03-22,86,86,0,0,0
CE,2020-03-22,7,0,0,0,7
CL,2020-03-22,703,629,74,0,0
CM,2020-03-22,681,1,0,0,680
CN,2020-03-22,75,73,0,0,2
CT,2020-03-22,1310,1235,0,0,75
EX,2020-03-22,131,116,15,0,0
GA,2020-03-22,249,0,0,0,249
IB,2020-03-22,91,90,0,0,1
MC,2020-03-22,79,64,15,0,0
MD,2020-03-22,1569,1569,0,0,0
ML,2020-03-22,5,4,0,0,1
NC,2020-03-22,122,122,0,0,0
PV,2020-03-22,377,366,0,0,11
RI,2020-03-22,108,108,0,0,0
VC,2020-03-22,391,161,16,0,214
AN,2020-03-23,558,532,26,0,0
AR,2020-03-23,265,264,0,0,1
AS,2020-03-23,70,70,0,0,0
CB,2020-03-23,105,105,0,0,0
CE,2020-03-23,9,0,6,0,3
CL,2020-03-23,770,663,107,0,0
CM,2020-03-23,766,5,0,2,759
CN,2020-03-23,97,91,0,0,6
CT,2020-03-23,1482,1388,0,3,91
EX,2020-03-23,245,209,36,0,0
GA,2020-03-23,372,0,0,0,372
IB,2020-03-23,82,79,3,0,0
MC,2020-03-23,129,101,28,0,0
MD,2020-03-23,2086,2086,0,0,0
ML,2020-03-23,5,4,0,0,1
NC,2020-03-23,170,169,0,0,1
PV,2020-03-23,469,444,0,0,25
RI,2020-03-23,158,155,3,0,0
VC,2020-03-23,451,147,37,0,267
AN,2020-03-24,487,461,26,0,0
AR,2020-03-24,191,191,0,0,0
AS,2020-03-24,58,58,0,0,0
CB,2020-03-24,56,56,0,0,0
CE,2020-03-24,8,0,0,0,8
CL,2020-03-24,663,555,107,1,0
CM,2020-03-24,656,4,0,1,651
CN,2020-03-24,63,59,0,0,4
CT,2020-03-24,1431,1351,0,1,79
EX,2020-03-24,161,138,23,0,0
GA,2020-03-24,290,0,0,0,290
IB,2020-03-24,66,65,1,0,0
MC,2020-03-24,77,60,17,0,0
MD,2020-03-24,1842,1842,0,0,0
ML,2020-03-24,1,1,0,0,0
NC,2020-03-24,180,179,0,0,1
PV,2020-03-24,384,363,0,0,21
RI,2020-03-24,118,118,0,0,0
VC,2020-03-24,331,120,23,0,188
AN,2020-03-25,519,487,32,0,0
AR,2020-03-25,186,185,0,0,1
AS,2020-03-25,57,57,0,0,0
CB,2020-03-25,44,44,0,0,0
CE,2020-03-25,9,1,2,0,6
CL,2020-03-25,694,597,97,0,0
CM,2020-03-25,669,8,0,3,658
CN,2020-03-25,55,54,0,0,1
CT,2020-03-25,1331,1257,0,0,74
EX,2020-03-25,153,121,32,0,0
GA,2020-03-25,284,0,0,0,284
IB,2020-03-25,84,80,3,0,1
MC,2020-03-25,84,65,17,0,2
MD,2020-03-25,1664,1664,0,0,0
ML,2020-03-25,4,3,1,0,0
NC,2020-03-25,174,174,0,0,0
PV,2020-03-25,396,375,0,0,21
RI,2020-03-25,131,130,1,0,0
VC,2020-03-25,407,152,19,0,236
AN,2020-03-26,466,432,34,0,0
AR,2020-03-26,166,166,0,0,0
AS,2020-03-26,77,77,0,0,0
CB,2020-03-26,35,35,0,0,0
CE,2020-03-26,5,1,1,0,3
CL,2020-03-26,552,474,78,0,0
CM,2020-03-26,592,8,0,2,582
CN,2020-03-26,62,60,0,0,2
CT,2020-03-26,1379,1313,0,0,66
EX,2020-03-26,138,120,18,0,0
GA,2020-03-26,293,0,0,0,293
IB,2020-03-26,73,68,5,0,0
MC,2020-03-26,47,36,11,0,0
MD,2020-03-26,3145,3145,0,0,0
ML,2020-03-26,6,5,1,0,0
NC,2020-03-26,168,166,0,0,2
PV,2020-03-26,344,328,0,0,16
RI,2020-03-26,114,112,2,0,0
VC,2020-03-26,304,125,22,0,157
AN,2020-03-27,420,389,31,0,0
AR,2020-03-27,210,210,0,0,0
AS,2020-03-27,70,70,0,0,0
CB,2020-03-27,61,61,0,0,0
CE,2020-03-27,2,0,1,0,1
CL,2020-03-27,523,456,67,0,0
CM,2020-03-27,512,3,0,3,506
CN,2020-03-27,71,69,0,0,2
CT,2020-03-27,1241,1185,0,2,54
EX,2020-03-27,109,91,18,0,0
GA,2020-03-27,307,0,0,0,307
IB,2020-03-27,40,37,2,0,1
MC,2020-03-27,51,35,14,0,2
MD,2020-03-27,1394,1394,0,0,0
ML,2020-03-27,5,3,0,0,2
NC,2020-03-27,141,141,0,0,0
PV,2020-03-27,403,377,0,0,26
RI,2020-03-27,129,126,2,0,1
VC,2020-03-27,329,107,23,0,199
AN,2020-03-28,325,297,28,0,0
AR,2020-03-28,146,146,0,0,0
AS,2020-03-28,50,50,0,0,0
CB,2020-03-28,54,54,0,0,0
CE,2020-03-28,5,0,0,0,5
CL,2020-03-28,517,455,62,0,0
CM,2020-03-28,421,5,0,1,415
CN,2020-03-28,36,35,0,0,1
CT,2020-03-28,1312,1248,0,3,61
EX,2020-03-28,96,72,24,0,0
GA,2020-03-28,331,0,0,0,331
IB,2020-03-28,36,32,4,0,0
MC,2020-03-28,40,29,11,0,0
MD,2020-03-28,1182,1182,0,0,0
ML,2020-03-28,4,3,1,0,0
NC,2020-03-28,122,121,0,0,1
PV,2020-03-28,299,286,0,0,13
RI,2020-03-28,100,100,0,0,0
VC,2020-03-28,244,79,16,0,149
AN,2020-03-29,340,319,21,0,0
AR,2020-03-29,137,137,0,0,0
AS,2020-03-29,40,40,0,0,0
CB,2020-03-29,41,41,0,0,0
CE,2020-03-29,7,0,0,0,7
CL,2020-03-29,422,386,36,0,0
CM,2020-03-29,379,3,0,0,376
CN,2020-03-29,42,42,0,0,0
CT,2020-03-29,1040,969,0,3,68
EX,2020-03-29,62,51,11,0,0
GA,2020-03-29,199,0,0,0,199
IB,2020-03-29,37,36,1,0,0
MC,2020-03-29,35,23,12,0,0
MD,2020-03-29,824,824,0,0,0
ML,2020-03-29,5,4,0,0,1
NC,2020-03-29,96,96,0,0,0
PV,2020-03-29,268,235,0,0,33
RI,2020-03-29,87,85,2,0,0
VC,2020-03-29,218,79,16,0,123
AN,2020-03-30,337,299,38,0,0
AR,2020-03-30,127,127,0,0,0
AS,2020-03-30,43,43,0,0,0
CB,2020-03-30,44,44,0,0,0
CE,2020-03-30,5,0,1,0,4
CL,2020-03-30,495,419,75,1,0
CM,2020-03-30,528,14,0,3,511
CN,2020-03-30,51,49,0,0,2
CT,2020-03-30,1191,1097,0,3,91
EX,2020-03-30,107,66,41,0,0
GA,2020-03-30,278,0,0,0,278
IB,2020-03-30,66,61,3,0,2
MC,2020-03-30,41,26,15,0,0
MD,2020-03-30,1058,1058,0,0,0
ML,2020-03-30,3,3,0,0,0
NC,2020-03-30,171,169,0,0,2
PV,2020-03-30,310,293,0,0,17
RI,2020-03-30,117,116,1,0,0
VC,2020-03-30,255,78,22,0,155
AN,2020-03-31,252,237,15,0,0
AR,2020-03-31,115,115,0,0,0
AS,2020-03-31,42,42,0,0,0
CB,2020-03-31,24,24,0,0,0
CE,2020-03-31,2,0,0,0,2
CL,2020-03-31,399,361,38,0,0
CM,2020-03-31,415,1,0,2,412
CN,2020-03-31,28,27,0,0,1
CT,2020-03-31,1117,1058,0,0,59
EX,2020-03-31,61,37,24,0,0
GA,2020-03-31,172,0,0,0,172
IB,2020-03-31,48,45,3,0,0
MC,2020-03-31,30,23,7,0,0
MD,2020-03-31,1044,1044,0,0,0
ML,2020-03-31,3,3,0,0,0
NC,2020-03-31,93,91,0,0,2
PV,2020-03-31,262,242,0,0,20
RI,2020-03-31,108,105,3,0,0
VC,2020-03-31,180,60,17,0,103
AN,2020-04-01,345,314,31,0,0
AR,2020-04-01,154,153,0,0,1
AS,2020-04-01,29,29,0,0,0
CB,2020-04-01,67,67,0,0,0
CE,2020-04-01,8,0,6,0,2
CL,2020-04-01,558,445,112,0,1
CM,2020-04-01,468,8,0,1,459
CN,2020-04-01,51,50,0,0,1
CT,2020-04-01,1275,1210,0,5,60
EX,2020-04-01,134,89,45,0,0
GA,2020-04-01,233,1,0,0,232
IB,2020-04-01,84,81,3,0,0
MC,2020-04-01,28,19,9,0,0
MD,2020-04-01,1275,1275,0,0,0
ML,2020-04-01,5,5,0,0,0
NC,2020-04-01,127,125,0,0,2
PV,2020-04-01,295,271,0,0,24
RI,2020-04-01,108,107,1,0,0
VC,2020-04-01,234,73,22,1,138
AN,2020-04-02,264,217,47,0,0
AR,2020-04-02,127,127,0,0,0
AS,2020-04-02,58,58,0,0,0
CB,2020-04-02,43,42,1,0,0
CE,2020-04-02,2,0,1,0,1
CL,2020-04-02,516,443,73,0,0
CM,2020-04-02,367,4,0,1,362
CN,2020-04-02,34,32,0,0,2
CT,2020-04-02,1074,1019,0,0,55
EX,2020-04-02,76,51,25,0,0
GA,2020-04-02,263,0,0,0,263
IB,2020-04-02,35,34,1,0,0
MC,2020-04-02,31,22,9,0,0
MD,2020-04-02,961,961,0,0,0
ML,2020-04-02,3,3,0,0,0
NC,2020-04-02,119,118,0,0,1
PV,2020-04-02,274,253,0,0,21
RI,2020-04-02,100,99,1,0,0
VC,2020-04-02,213,66,19,0,128
AN,2020-04-03,200,170,30,0,0
AR,2020-04-03,109,109,0,0,0
AS,2020-04-03,39,39,0,0,0
CB,2020-04-03,29,29,0,0,0
CE,2020-04-03,2,0,1,0,1
CL,2020-04-03,565,488,77,0,0
CM,2020-04-03,340,2,0,1,337
CN,2020-04-03,17,17,0,0,0
CT,2020-04-03,1207,1165,2,3,37
EX,2020-04-03,104,65,39,0,0
GA,2020-04-03,208,0,0,0,208
IB,2020-04-03,47,43,3,0,1
MC,2020-04-03,26,14,12,0,0
MD,2020-04-03,899,899,0,0,0
ML,2020-04-03,4,3,1,0,0
NC,2020-04-03,112,111,0,0,1
PV,2020-04-03,327,302,0,0,25
RI,2020-04-03,79,75,4,0,0
VC,2020-04-03,201,60,13,0,128
AN,2020-04-04,317,166,151,0,0
AR,2020-04-04,93,93,0,0,0
AS,2020-04-04,45,45,0,0,0
CB,2020-04-04,67,66,1,0,0
CE,2020-04-04,2,0,0,0,2
CL,2020-04-04,570,483,86,0,1
CM,2020-04-04,385,3,0,0,382
CN,2020-04-04,29,28,0,0,1
CT,2020-04-04,955,917,0,1,37
EX,2020-04-04,75,47,28,0,0
GA,2020-04-04,132,0,0,0,132
IB,2020-04-04,25,23,2,0,0
MC,2020-04-04,21,18,3,0,0
MD,2020-04-04,693,693,0,0,0
ML,2020-04-04,3,2,1,0,0
NC,2020-04-04,126,124,0,0,2
PV,2020-04-04,195,167,0,0,28
RI,2020-04-04,55,53,2,0,0
VC,2020-04-04,148,44,12,0,92
AN,2020-04-05,276,161,115,0,0
AR,2020-04-05,97,94,0,1,2
AS,2020-04-05,43,43,0,0,0
CB,2020-04-05,38,38,0,0,0
CE,2020-04-05,2,0,0,0,2
CL,2020-04-05,388,319,69,0,0
CM,2020-04-05,464,4,0,1,459
CN,2020-04-05,17,15,0,0,2
CT,2020-04-05,842,802,0,0,40
EX,2020-04-05,53,25,28,0,0
GA,2020-04-05,113,0,0,0,113
IB,2020-04-05,30,27,2,0,1
MC,2020-04-05,29,11,18,0,0
MD,2020-04-05,622,622,0,0,0
ML,2020-04-05,1,0,1,0,0
NC,2020-04-05,81,78,0,0,3
PV,2020-04-05,236,220,0,0,16
RI,2020-04-05,36,35,1,0,0
VC,2020-04-05,119,31,6,0,82
AN,2020-04-06,187,138,49,0,0
AR,2020-04-06,124,124,0,0,0
AS,2020-04-06,41,41,0,0,0
CB,2020-04-06,28,27,1,0,0
CE,2020-04-06,3,1,0,0,2
CL,2020-04-06,590,460,130,0,0
CM,2020-04-06,420,2,0,1,417
CN,2020-04-06,13,13,0,0,0
CT,2020-04-06,804,724,0,1,79
EX,2020-04-06,78,37,41,0,0
GA,2020-04-06,182,0,0,0,182
IB,2020-04-06,26,21,5,0,0
MC,2020-04-06,15,6,9,0,0
MD,2020-04-06,620,620,0,0,0
ML,2020-04-06,0,0,0,0,0
NC,2020-04-06,146,138,0,0,8
PV,2020-04-06,318,295,0,0,23
RI,2020-04-06,41,41,0,0,0
VC,2020-04-06,189,51,32,1,105
AN,2020-04-07,268,165,103,0,0
AR,2020-04-07,110,107,0,0,3
AS,2020-04-07,45,45,0,0,0
CB,2020-04-07,21,21,0,0,0
CE,2020-04-07,2,0,0,0,2
CL,2020-04-07,428,328,100,0,0
CM,2020-04-07,364,2,0,0,362
CN,2020-04-07,26,24,0,0,2
CT,2020-04-07,740,676,0,0,64
EX,2020-04-07,72,27,45,0,0
GA,2020-04-07,152,0,0,0,152
IB,2020-04-07,19,18,1,0,0
MC,2020-04-07,10,4,5,0,1
MD,2020-04-07,682,682,0,0,0
ML,2020-04-07,2,2,0,0,0
NC,2020-04-07,78,48,0,0,30
PV,2020-04-07,265,237,0,0,28
RI,2020-04-07,52,51,1,0,0
VC,2020-04-07,167,37,20,0,110
AN,2020-04-08,250,130,120,0,0
AR,2020-04-08,117,109,0,0,8
AS,2020-04-08,48,48,0,0,0
CB,2020-04-08,29,29,0,0,0
CE,2020-04-08,1,0,1,0,0
CL,2020-04-08,505,369,136,0,0
CM,2020-04-08,365,2,0,0,363
CN,2020-04-08,16,14,0,0,2
CT,2020-04-08,1004,964,0,0,40
EX,2020-04-08,83,36,47,0,0
GA,2020-04-08,147,0,0,0,147
IB,2020-04-08,23,22,1,0,0
MC,2020-04-08,40,16,24,0,0
MD,2020-04-08,669,669,0,0,0
ML,2020-04-08,0,0,0,0,0
NC,2020-04-08,79,53,0,0,26
PV,2020-04-08,251,223,0,0,28
RI,2020-04-08,45,39,6,0,0
VC,2020-04-08,162,38,26,0,98
AN,2020-04-09,137,85,52,0,0
AR,2020-04-09,127,87,0,0,40
AS,2020-04-09,43,43,0,0,0
CB,2020-04-09,27,27,0,0,0
CE,2020-04-09,3,1,1,0,1
CL,2020-04-09,535,350,185,0,0
CM,2020-04-09,351,3,0,2,346
CN,2020-04-09,26,23,0,0,3
CT,2020-04-09,1040,999,0,0,41
EX,2020-04-09,76,21,55,0,0
GA,2020-04-09,157,0,0,0,157
IB,2020-04-09,11,8,3,0,0
MC,2020-04-09,26,5,21,0,0
MD,2020-04-09,615,615,0,0,0
ML,2020-04-09,0,0,0,0,0
NC,2020-04-09,113,77,0,0,36
PV,2020-04-09,220,186,0,0,34
RI,2020-04-09,44,42,2,0,0
VC,2020-04-09,172,38,43,0,91
AN,2020-04-10,215,94,121,0,0
AR,2020-04-10,96,74,0,0,22
AS,2020-04-10,57,57,0,0,0
CB,2020-04-10,31,31,0,0,0
CE,2020-04-10,1,0,0,0,1
CL,2020-04-10,557,320,237,0,0
CM,2020-04-10,301,1,0,1,299
CN,2020-04-10,14,13,0,0,1
CT,2020-04-10,991,948,0,0,43
EX,2020-04-10,98,39,59,0,0
GA,2020-04-10,77,0,0,0,77
IB,2020-04-10,21,17,4,0,0
MC,2020-04-10,12,5,7,0,0
MD,2020-04-10,693,693,0,0,0
ML,2020-04-10,1,1,0,0,0
NC,2020-04-10,86,37,0,0,49
PV,2020-04-10,205,183,0,0,22
RI,2020-04-10,40,39,1,0,0
VC,2020-04-10,136,45,29,0,62
AN,2020-04-11,161,94,67,0,0
AR,2020-04-11,63,57,0,0,6
AS,2020-04-11,53,53,0,0,0
CB,2020-04-11,38,38,0,0,0
CE,2020-04-11,2,0,2,0,0
CL,2020-04-11,477,304,172,1,0
CM,2020-04-11,158,1,0,0,157
CN,2020-04-11,14,14,0,0,0
CT,2020-04-11,1049,1021,0,0,28
EX,2020-04-11,72,27,45,0,0
GA,2020-04-11,64,0,0,0,64
IB,2020-04-11,15,14,1,0,0
MC,2020-04-11,12,5,7,0,0
MD,2020-04-11,565,565,0,0,0
ML,2020-04-11,0,0,0,0,0
NC,2020-04-11,97,39,0,0,58
PV,2020-04-11,140,127,0,0,13
RI,2020-04-11,25,23,2,0,0
VC,2020-04-11,113,27,25,0,61
AN,2020-04-12,127,80,47,0,0
AR,2020-04-12,52,50,0,0,2
AS,2020-04-12,23,23,0,0,0
CB,2020-04-12,61,61,0,0,0
CE,2020-04-12,0,0,0,0,0
CL,2020-04-12,322,154,167,0,1
CM,2020-04-12,229,0,0,0,229
CN,2020-04-12,8,8,0,0,0
CT,2020-04-12,674,652,0,0,22
EX,2020-04-12,47,21,26,0,0
GA,2020-04-12,66,0,0,0,66
IB,2020-04-12,15,15,0,0,0
MC,2020-04-12,11,4,4,0,3
MD,2020-04-12,491,491,0,0,0
ML,2020-04-12,1,1,0,0,0
NC,2020-04-12,101,66,0,0,35
PV,2020-04-12,159,145,0,0,14
RI,2020-04-12,22,22,0,0,0
VC,2020-04-12,86,39,5,0,42
